label,text,predicted_class
0,breaking report antifa thug place bounty head black patriot defending confederate monument video,Fake
1,u special envoy encouraged kurd could embrace plan delay referendum,True
0,evil hillary supporter yell f ck trump burn truck daddy fishing 2 yr son trump bumper sticker video,Fake
0,wow watch obama 5 threatening comment american,Fake
1,mad dog anti trump leaflet suspected floated north korea turn seoul,True
1,philippine military chief say matter day marawi liberated,True
0,navy seal forced spend money combat gear u marine spend 50 million save desert tortoise,Fake
1,u n panel urge russia fight racism neo nazi sport,True
0,liberal lunacy real tom turkey get kick,Fake
1,kurdish force pullout khanaqin area iraq iran border security source say,True
0,finally fed princeton student fight back black life matter terrorist demand,Fake
0,sunday screening overpill 2017,Fake
0,live electoral vote count tally update trump 306,Fake
0,outrage obama federal wildlife officer arrest journalist videotaping open border video,Fake
0,active shooter drill cascade mall shooting,Fake
1,liberty report talk vanessa beeley everything u medium say aleppo wrong,True
1,u mattis say eyeing provocative iran action trump speech,True
0,london mayor harsh word community organizer chief butt,Fake
1,new bill gate ai powered evolv body scanner inspect american public space,True
1,trump denies seeking nearly tenfold increase u nuclear arsenal,True
1,tunisia parliament approves controversial amnesty ben ali era corruption,True
0,post trump liberal meltdown counseling,Fake
1,spanish flag waving underpins rajoy tough line catalonia,True
1,poland say full protection eu citizen right uk key brexit,True
0,dem party official,Fake
0,medium immediately report alleged killer imam,Fake
0,breaking news obama ag loretta lynch ordered manafort phone tapped meeting russian lawyer,Fake
0,pulitzer prize winning author toni morrison want see cop shoot white unarmed teenager back,Fake
0,wow mexican need kill donald trump becomes president cross border go kill trump supporter video,Fake
1,buddhist mistrust foreign aid worker hamper relief myanmar rohingya,True
0,decision liberal judge connecticut make could huge threat second amendment,Fake
1,heavy civilian casualty raqqa air strike u n,True
1,turkey investigate galatasaray rocky poster coup link,True
0,tim allen last man standing revived passionate conservative express outrage abc decision cancel show,Fake
1,myanmar face defining moment must stop violence u,True
0,epic response boston globe run fake cover bashing trump great,Fake
1,trump say north korea kim tested like never,True
0,cheerleading assassination hollywood politician going far,Fake
1,two rich italian region vote autonomy prelim result,True
1,u death niger highlight africa military mission creep,True
1,striking french worker disrupt flight school,True
0,liberal lunatic chris matthew scolded pier morgan trashing trump family video,Fake
0,beyond evil 8th planned parenthood video stem cell ceo laugh intact baby shocking lab worker opening shipment video,Fake
1,polish president say multi speed eu lead break bloc,True
0,exposed facebook blacklist conservative news falsified black life matter trend,Fake
1,boiler room ep 76 resign,True
0,update transgender target boycott reach boiling point loses 4 billion 30 day ceo defends dangerous bathroom position,Fake
0,kabul mosque attack four year old called safety,Fake
1,fatah hamas discus security gaza unity deal,True
1,dozen prisoner run central ivory coast,True
1,u special envoy say kurdish referendum lot risk,True
1,new zealand call navy beat jet fuel shortage vote,True
1,japan abe say time talk north korea,True
0,u,Fake
0,american care facebook ceo threatening user muslim refugee hate speech,Fake
0,chicago community organizer mobilize flash mob shut trump campaign rally,Fake
1,anarchy design anti trump flash mob,True
1,britain still committed unesco pm may spokesman say,True
1,syria investigator del ponte sign sting,True
0,breaking bombshell undercover video show ny dem election official explain stunning voter fraud scam minority area id absentee vote,Fake
1,maltese journalist probably killed remotely detonated bomb government say,True
1,myanmar say security force told avoid collateral damage rakhine,True
0,hillary supporter launch vile attack woman hillary threatened coming forward rape allegation bill clinton hillary beat,Fake
0,facebook decides branded fake news,Fake
1,britain labour say cannot vote eu withdrawal bill unless amended,True
0,white washed trump claim classified jfk file released,Fake
1,poland asks eu drop legal case warsaw migrant quota,True
1,competing effort end south sudan war prolong conflict u n panel,True
0,boiler room ep 45 horror hotel,Fake
1,fighting libyan capital close airport,True
1,u drone strike kill militant whose group killed 250 pakistan,True
1,merkel emerges clear winner tv debate poll,True
1,majority people france dissatisfied macron poll,True
1,macron assures iran rouhani france commitment nuclear deal,True
1,daily shooter academy florida woman shot dead police roleplay drill,True
0,u delta force begin targeting isi iraq,Fake
1,factbox japan main party key election pledge ahead october 22 vote,True
0,white student union ca university mock blm terror group publishes list demand,Fake
0,michelle barack obama time circus time justice scalia video,Fake
0,embarrassing picture show giddy obama bowing communist cuban dictator raul castro,Fake
0,jesse jackson style shakedown naacp president caught selling endorsement political candidate,Fake
1,new zealand national leader say speak kingmaker peter next day,True
0,one creepy tweet hillary parent saying hand kid,Fake
1,senior chinese military officer questioned suspected graft source,True
0,second major makeup manufacturer chooses man razor stubble face product,Fake
1,anti nuclear campaign group win 2017 nobel peace prize,True
0,tucker carlson expose radical middle school teacher organizes violent protester shut free speech video,Fake
0,american law enforcement lie,Fake
0,unreal senior veteran randomly attacked repeatedly thug onlooker nothing video,Fake
1,trump say one thing work north korea,True
1,genocide trial ex guatemalan dictator rio montt restart,True
0,john mccain throw tantrum,Fake
0,lol joe biden fly serbia greeted massive rally trump video,Fake
1,boiler room unitetheright coverage hesher,True
0,joke epa stick nose nail salon business,Fake
1,swedish court sentence syrian asylum seeker prison posing war dead,True
1,spain reluctantly forced act catalan vote official say,True
1,iraq increase oil export south make kirkuk shortfall,True
1,boiler room ep 69 culture club,True
0,ugly revolt inevitable bernie sander supporter asked vote hillary bernie loses nomination video,Fake
1,u air strike cause casualty mattis visit afghan capital,True
1,furious philippine decries west joint stand drug war killing,True
1,trump lay new iran strategy friday complicating european tie,True
